session_uuid,scene_id,swaps_to_perfect_order_count
04f80090-9e61-431d-8473-dccb75fed04d,0,0
1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,0
21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,0
23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,0
23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,0
287389c4-4c48-4483-87c0-6b363b57bde2,0,0
2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,0
3cf14e31-f416-4c78-8a69-91bf0c685448,0,0
45365e18-6e38-48e7-b4a2-6b448b209034,0,0
4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,0
50b15e40-9860-4574-8ab8-0bd960fe27de,0,0
5d8d73a3-1898-4f64-8676-73edd1b7daa0,0,0
5d94f0d4-a1b1-4d18-8a62-591e196006a9,0,0
6666ee6b-863b-49d1-8097-97e6aa4fb39d,0,0
67dc0230-511d-41ac-ae9b-850900ab9e6a,0,0
6db9446c-2cd4-41b4-be8d-be5ccbbc6e05,0,0
70eef02d-d2d0-458e-a8bb-f6511bf47a0c,0,0
8839e3b8-be5e-4878-8aaf-26c656ae2270,0,0
a7ce6f7b-6466-4281-9496-92b640d9d04b,0,0
b5989edc-8348-4b84-b649-87fc4f1cca53,0,0
bccb0095-5efd-4c5c-ad58-8b8624f9ab56,0,0
c6d3a90f-68c0-4948-bd96-537e80973605,0,0
c99de80f-15cc-45cb-aa64-5af0f2f118ca,0,0
c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0,0,0
cbbf410f-4657-428e-9616-8a777cc4704d,0,0
d13091cc-98e4-4aba-8d02-7eca8bd1a30c,0,0
df2fcf88-874b-4cf9-9707-3fa0b30c348f,0,0
