file_path,nlp_word,nlp_tag,nlp_type,nlp_pofs,is_probe,is_probe_probability
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,mm,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,Hg,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,n%20the%20Battlefield%20J%20Trauma%202012.pdf,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,YES,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,YES,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,YES,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC - Guidelines for Medical Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC - Guidelines for Medical Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC - Guidelines for Medical Personnel.txt,O,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC_Quick_Reference_Guide_2017.txt,-Chin,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC_Quick_Reference_Guide_2017.txt,-Chin,UH,,INTJ,False,0.0
../data/Domain_Knowledge/TCCC_Quick_Reference_Guide_2017.txt,Administer,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 1.txt,en,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 12.txt,right,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 21.txt,quote,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 22.txt,right,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,mm,UH,QUANTITY,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,quote,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,Well,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,mm,UH,QUANTITY,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,Hg,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,Hg,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,Hg,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,UH,UH,,INTJ,False,0.0
../data/Domain_Knowledge/Fundamentals of Military Medicine/Fund ch 23.txt,right,UH,,INTJ,False,0.0
